emp_no,salary,from_date,to_date
11750,48262,2000-11-17,2001-11-17
11750,39872,1996-11-18,1997-11-18
11750,48626,2001-11-17,9999-01-01
11750,43686,1997-11-18,1998-11-18
11750,46391,1999-11-18,2000-11-17
11750,43809,1998-11-18,1999-11-18
11751,49012,1991-11-03,1992-11-02
11751,61329,1998-11-01,1999-11-01
11751,66237,2001-10-31,9999-01-01
11751,57207,1996-11-01,1997-11-01
11751,60543,1997-11-01,1998-11-01
11751,64873,1999-11-01,2000-10-31
11751,46931,1990-11-03,1991-11-03
11751,54242,1994-11-02,1995-11-02
11751,65402,2000-10-31,2001-10-31
11751,49724,1992-11-02,1993-11-02
11751,54197,1993-11-02,1994-11-02
11751,54232,1995-11-02,1996-11-01
11751,42780,1989-11-03,1990-11-03
11752,71439,1999-11-09,2000-11-08
11752,67573,1995-11-10,1996-11-09
11752,67613,1997-11-09,1998-11-09
11752,60876,1992-11-10,1993-11-10
11752,71551,2000-11-08,2001-11-08
11752,73457,2001-11-08,9999-01-01
11752,64011,1993-11-10,1994-11-10
11752,67448,1996-11-09,1997-11-09
11752,66096,1994-11-10,1995-11-10
11752,69068,1998-11-09,1999-11-09
11753,81424,1997-04-29,1998-04-29
11753,81532,1996-04-29,1997-04-29
11753,80440,1994-04-30,1995-04-30
11753,80308,1991-05-01,1992-04-30
11753,80280,1992-04-30,1993-04-30
11753,79999,1995-04-30,1996-04-29
11753,92606,2001-04-28,2002-04-28
11753,92014,2000-04-28,2001-04-28
11753,84839,1998-04-29,1999-04-29
11753,80827,1993-04-30,1994-04-30
11753,88577,1999-04-29,2000-04-28
11753,94787,2002-04-28,9999-01-01
11754,46000,2000-11-05,2001-11-05
11754,47936,2001-11-05,9999-01-01
11754,43638,1999-11-06,2000-11-05
11755,65975,1993-12-04,1994-12-04
11755,56874,1990-12-05,1991-12-05
11755,77214,1998-12-03,1999-12-03
11755,61036,1991-12-05,1992-12-04
11755,64420,1992-12-04,1993-12-04
11755,79142,2000-12-02,2001-12-02
11755,76975,1999-12-03,2000-12-02
11755,76043,1997-12-03,1998-12-03
11755,69752,1995-12-04,1996-12-03
11755,72685,1996-12-03,1997-12-03
11755,81318,2001-12-02,2002-01-08
11755,68624,1994-12-04,1995-12-04
11756,60714,2000-11-25,2001-11-25
11756,61392,2001-11-25,9999-01-01
11756,59493,1999-11-26,2000-11-25
11757,64264,1994-04-05,1995-04-05
11757,55596,1992-04-04,1993-04-05
11757,43458,1988-04-06,1989-04-06
11757,49644,1990-04-06,1991-04-05
11757,84714,2002-04-02,9999-01-01
11757,75538,1999-04-03,2000-04-03
11757,60096,1993-04-05,1994-04-05
11757,46032,1989-04-06,1990-04-06
11757,74345,1998-04-03,1999-04-03
11757,80013,2000-04-03,2001-04-03
11757,53109,1991-04-05,1992-04-04
11757,83493,2001-04-03,2002-04-02
11757,67432,1995-04-05,1996-04-03
11757,71837,1997-04-03,1998-04-03
11757,68803,1996-04-03,1997-04-03
11758,52245,2002-03-17,9999-01-01
11758,45569,2000-03-17,2001-03-17
11758,48229,2001-03-17,2002-03-17
11758,43432,1999-03-18,2000-03-17
11759,48221,1993-04-29,1994-04-29
11759,41564,1989-04-30,1990-04-30
11759,54736,1997-04-28,1998-04-28
11759,48467,1994-04-29,1995-04-29
11759,43835,1991-04-30,1992-04-29
11759,61395,2001-04-27,2002-04-27
11759,58458,2000-04-27,2001-04-27
11759,49630,1995-04-29,1996-04-28
11759,58604,1999-04-28,2000-04-27
11759,52253,1996-04-28,1997-04-28
11759,45945,1992-04-29,1993-04-29
11759,58656,1998-04-28,1999-04-28
11759,41658,1990-04-30,1991-04-30
11759,64253,2002-04-27,9999-01-01
11760,49248,1991-09-14,1992-09-13
11760,53643,1992-09-13,1993-09-13
11760,64415,1998-09-12,1999-09-12
11760,58140,1994-09-13,1995-09-13
11760,54385,1993-09-13,1994-09-13
11760,63765,1996-09-12,1997-09-12
11760,45795,1988-09-14,1989-09-14
11760,73349,2001-09-11,9999-01-01
11760,46990,1990-09-14,1991-09-14
11760,43723,1987-09-15,1988-09-14
11760,67076,1999-09-12,2000-09-11
11760,70225,2000-09-11,2001-09-11
11760,40964,1986-09-15,1987-09-15
11760,59984,1995-09-13,1996-09-12
11760,46884,1989-09-14,1990-09-14
11760,64831,1997-09-12,1998-09-12
11761,73420,2000-06-09,2001-06-09
11761,57453,1992-06-11,1993-06-11
11761,52986,1991-06-12,1992-06-11
11761,70049,1998-06-10,1999-06-10
11761,60062,1995-06-11,1996-06-10
11761,67764,1997-06-10,1998-06-10
11761,64500,1996-06-10,1997-06-10
11761,76842,2002-06-09,9999-01-01
11761,73677,1999-06-10,2000-06-09
11761,75920,2001-06-09,2002-06-09
11761,59306,1993-06-11,1994-06-11
11761,59083,1994-06-11,1995-06-11
11762,52050,1995-08-04,1996-02-12
11763,52209,2002-04-17,9999-01-01
11763,47002,2000-04-17,2001-04-17
11763,43047,1999-04-18,2000-04-17
11763,49314,2001-04-17,2002-04-17
11763,40593,1998-04-18,1999-04-18
11764,68820,1994-12-15,1995-12-15
11764,72740,1997-12-14,1998-12-14
11764,68868,1995-12-15,1996-12-14
11764,69093,1996-12-14,1997-12-14
11764,73536,1998-12-14,1999-12-14
11764,76389,1999-12-14,2000-12-13
11764,64878,1992-12-15,1993-12-15
11764,65530,1993-12-15,1994-12-15
11764,78608,2000-12-13,2001-12-13
11764,79928,2001-12-13,9999-01-01
11764,64875,1991-12-16,1992-12-15
11765,60059,2002-07-01,9999-01-01
11765,44440,1994-07-03,1995-07-03
11765,41033,1992-07-03,1993-07-03
11765,51357,1998-07-02,1999-07-02
11765,44503,1995-07-03,1996-07-02
11765,54920,2000-07-01,2001-07-01
11765,53145,1999-07-02,2000-07-01
11765,49731,1997-07-02,1998-07-02
11765,57999,2001-07-01,2002-07-01
11765,45778,1996-07-02,1997-07-02
11765,42035,1993-07-03,1994-07-03
11766,40166,1988-10-26,1989-10-26
11766,43359,1989-10-26,1990-10-26
11766,51784,1993-10-25,1994-10-25
11766,58387,1997-10-24,1998-10-24
11766,66351,2000-10-23,2001-10-23
11766,57542,1996-10-24,1997-10-24
11766,46221,1990-10-26,1991-10-26
11766,57819,1995-10-25,1996-10-24
11766,66326,2001-10-23,9999-01-01
11766,49942,1992-10-25,1993-10-25
11766,63007,1999-10-24,2000-10-23
11766,62785,1998-10-24,1999-10-24
11766,48220,1991-10-26,1992-10-25
11766,55538,1994-10-25,1995-10-25
11767,66626,1993-12-17,1994-12-17
11767,70942,1995-12-17,1996-12-16
11767,55832,1986-12-19,1987-12-19
11767,78377,1997-12-16,1998-12-16
11767,80046,1998-12-16,1999-12-16
11767,74107,1996-12-16,1997-12-16
11767,86843,2000-12-15,2001-12-15
11767,90532,2001-12-15,9999-01-01
11767,71000,1994-12-17,1995-12-17
11767,83070,1999-12-16,2000-12-15
11767,62373,1991-12-18,1992-12-17
11767,64628,1992-12-17,1993-12-17
11767,59656,1990-12-18,1991-12-18
11767,57418,1988-12-18,1989-12-18
11767,56921,1987-12-19,1988-12-18
11767,59089,1989-12-18,1990-12-18
11768,55881,1999-04-23,2000-04-22
11768,58739,2000-04-22,2001-04-22
11768,48264,1993-04-24,1994-04-24
11768,49253,1995-04-24,1996-04-23
11768,44706,1992-04-24,1993-04-24
11768,40509,1991-04-25,1992-04-24
11768,52082,1996-04-23,1997-04-23
11768,53415,1997-04-23,1998-04-23
11768,48005,1994-04-24,1995-04-24
11768,62432,2001-04-22,2002-04-22
11768,63576,2002-04-22,9999-01-01
11768,53449,1998-04-23,1999-04-23
11769,46142,1997-10-21,1998-10-21
11769,57139,2001-10-20,9999-01-01
11769,42370,1994-10-22,1995-10-22
11769,49399,1999-10-21,2000-10-20
11769,44331,1995-10-22,1996-10-21
11769,53035,2000-10-20,2001-10-20
11769,45374,1996-10-21,1997-10-21
11769,47636,1998-10-21,1999-10-21
11770,47956,1994-11-29,1995-11-29
11770,59632,1998-11-28,1999-11-28
11770,65346,2001-11-27,9999-01-01
11770,63539,2000-11-27,2001-11-27
11770,59450,1999-11-28,2000-11-27
11770,55303,1997-11-28,1998-11-28
11770,49289,1995-11-29,1996-11-28
11770,51461,1996-11-28,1997-11-28
11770,44174,1993-11-29,1994-11-29
11771,53313,1993-11-21,1994-11-21
11771,48487,1991-11-22,1992-11-21
11771,57899,1995-11-21,1996-04-10
11771,51907,1992-11-21,1993-11-21
11771,44238,1990-11-22,1991-11-22
11771,57163,1994-11-21,1995-11-21
11771,40554,1989-11-22,1990-11-22
11772,61295,1999-11-07,2000-11-06
11772,68240,2001-11-06,9999-01-01
11772,65461,2000-11-06,2001-11-06
11773,63521,2000-05-26,2001-05-26
11773,59511,1999-05-27,2000-05-26
11773,44003,1991-05-29,1992-05-28
11773,47155,1993-05-28,1994-05-28
11773,47613,1994-05-28,1995-05-28
11773,52579,1997-05-27,1998-05-27
11773,55360,1998-05-27,1999-05-27
11773,47118,1992-05-28,1993-05-28
11773,50802,1995-05-28,1996-05-27
11773,51754,1996-05-27,1997-05-27
11773,67644,2002-05-26,9999-01-01
11773,65511,2001-05-26,2002-05-26
11774,41330,2001-11-25,9999-01-01
11774,40904,2000-11-25,2001-11-25
11774,39784,1999-11-26,2000-11-25
11775,47178,1992-11-14,1993-11-14
11775,60346,1998-11-13,1999-11-13
11775,40464,1989-11-15,1990-11-15
11775,54696,1995-11-14,1996-11-13
11775,57905,1997-11-13,1998-11-13
11775,45457,1991-11-15,1992-11-14
11775,64784,1999-11-13,2000-11-12
11775,68946,2001-11-12,9999-01-01
11775,51243,1993-11-14,1994-11-14
11775,43342,1990-11-15,1991-11-15
11775,53608,1994-11-14,1995-11-14
11775,56208,1996-11-13,1997-11-13
11775,65909,2000-11-12,2001-11-12
11777,40000,1994-06-21,1995-06-21
11778,40000,1992-12-28,1993-12-28
11779,40000,1996-11-21,1997-11-21
11782,40000,1991-02-01,1992-02-01
11783,40000,1994-07-14,1995-07-14
11786,40000,1996-02-28,1997-02-27
11787,40000,1990-01-10,1991-01-10
11681,40000,1988-08-27,1989-08-27
11683,40000,1996-01-21,1997-01-20
11685,40000,1999-07-01,2000-06-30
11686,40000,1995-04-21,1996-04-20
11687,40000,1992-03-22,1993-03-22
11694,40000,1989-03-31,1990-03-31
11699,40000,1994-01-20,1995-01-20
11703,40000,1989-07-23,1990-07-23
11712,40000,1999-06-11,2000-06-10
11714,40000,1997-09-26,1997-12-17
11716,40000,1989-05-09,1990-05-09
11721,40000,1990-11-30,1991-11-30
11722,40000,1997-12-18,1998-12-18
11724,40000,1995-09-26,1996-09-25
11731,40000,1996-12-18,1997-12-18
11732,40000,1996-12-22,1997-12-22
11735,40000,1988-07-14,1989-07-14
11744,40000,1989-08-23,1990-08-23
11749,40000,1997-07-02,1998-07-02
11750,40000,1995-11-19,1996-11-18
11751,40000,1988-11-03,1989-11-03
11757,40000,1987-04-07,1988-04-06
11759,40000,1988-04-30,1989-04-30
11760,40000,1985-09-15,1986-09-15
11763,40000,1997-04-18,1998-04-18
11765,40000,1991-07-04,1992-07-03
11766,40000,1987-10-27,1988-10-26
11769,40000,1993-10-22,1994-10-22
11770,40000,1992-11-29,1993-11-29
11771,40000,1988-11-22,1989-11-22
11773,40000,1990-05-29,1991-05-29
11774,40000,1998-11-26,1999-11-26
11775,40000,1988-11-15,1989-11-15
10189,41222,1992-09-13,1993-06-29
10204,40000,1998-12-18,1999-03-08
10186,40000,1996-12-25,1997-08-16
10156,70015,2001-05-12,2002-05-12
10156,71859,2002-05-12,9999-01-01
10157,53841,2000-12-09,2001-12-09
10157,48770,1997-12-10,1998-12-10
10157,56615,2001-12-09,9999-01-01
10157,49415,1998-12-10,1999-12-10
10157,53212,1999-12-10,2000-12-09
10158,45686,1989-06-03,1990-06-03
10158,59034,1999-06-01,2000-05-31
10158,46501,1990-06-03,1991-06-03
10158,57940,1998-06-01,1999-06-01
10158,42990,1988-06-03,1989-06-03
10158,63205,2000-05-31,2001-05-31
10158,50560,1993-06-02,1994-06-02
10158,57837,1997-06-01,1998-06-01
10158,67016,2001-05-31,2002-05-31
10158,52368,1995-06-02,1996-06-01
10158,68624,2002-05-31,9999-01-01
10158,40725,1987-06-04,1988-06-03
10158,53683,1996-06-01,1997-06-01
10158,52733,1994-06-02,1995-06-02
10158,48060,1992-06-02,1993-06-02
10158,46246,1991-06-03,1992-06-02
10159,56144,2000-06-11,2001-06-11
10159,52881,1996-06-12,1997-06-12
10159,53220,1999-06-12,2000-06-11
10159,56409,2001-06-11,2002-06-11
10159,53728,1997-06-12,1998-06-12
10159,53523,1998-06-12,1999-06-12
10159,56651,2002-06-11,9999-01-01
10160,101181,2000-12-04,2001-12-04
10160,102165,2001-12-04,9999-01-01
10160,97605,1998-12-05,1999-12-05
10160,97152,1999-12-05,2000-12-04
10160,97003,1996-12-05,1997-12-05
10160,94557,1995-12-06,1996-12-05
10160,97554,1997-12-05,1998-12-05
10160,93797,1994-12-06,1995-12-06
10160,91622,1993-12-06,1994-12-06
10161,49990,1993-06-08,1994-01-05
10161,43149,1991-06-09,1992-06-08
10161,45768,1992-06-08,1993-06-08
10162,44647,2000-05-26,2001-05-26
10162,40000,1998-05-27,1999-05-27
10162,47180,2001-05-26,2002-05-26
10162,47464,2002-05-26,9999-01-01
10162,41354,1999-05-27,2000-05-26
10163,47961,1996-02-01,1997-01-31
10163,43868,1994-02-01,1995-02-01
10163,47736,1995-02-01,1996-02-01
10163,43992,1993-02-01,1994-02-01
10163,41603,1992-02-02,1993-02-01
10163,52018,1997-01-31,1998-01-31
10163,56022,1998-01-31,1999-01-31
10164,56015,1992-10-18,1993-10-18
10164,61482,1995-10-18,1996-10-17
10164,54942,1991-10-19,1992-10-18
10164,59456,1993-10-18,1994-10-18
10164,63211,1996-10-17,1997-10-17
10164,67246,1999-10-17,2000-10-16
10164,62854,1997-10-17,1998-10-17
10164,71024,2000-10-16,2001-10-16
10164,66438,1998-10-17,1999-10-17
10164,72497,2001-10-16,9999-01-01
10164,61836,1994-10-18,1995-10-18
10164,52043,1990-10-19,1991-10-19
10165,61183,1995-05-16,1996-05-15
10165,62834,1996-05-15,1997-05-15
10165,76427,2001-05-14,2002-05-14
10165,51373,1991-05-17,1992-05-16
10165,57310,1993-05-16,1994-05-16
10165,67249,1998-05-15,1999-05-15
10165,47267,1989-05-17,1990-05-17
10165,67179,1997-05-15,1998-05-15
10165,49202,1990-05-17,1991-05-17
10165,58393,1994-05-16,1995-05-16
10165,79095,2002-05-14,9999-01-01
10165,69698,1999-05-15,2000-05-14
10165,73902,2000-05-14,2001-05-14
10165,54221,1992-05-16,1993-05-16
10165,43991,1988-05-17,1989-05-17
10166,54561,1997-09-02,1998-09-02
10166,65632,2001-09-01,9999-01-01
10166,59291,1999-09-02,2000-09-01
10166,51586,1996-09-02,1997-09-02
10166,63605,2000-09-01,2001-09-01
10166,55944,1998-09-02,1999-09-02
10167,62394,1994-04-04,1995-04-04
10167,60169,1993-04-04,1994-04-04
10167,71550,2000-04-02,2001-04-02
10167,63807,1995-04-04,1996-04-03
10167,75230,2001-04-02,2002-04-02
10168,55955,1988-12-05,1989-12-05
10168,64790,1992-12-04,1993-12-04
10168,58336,1990-12-05,1991-12-05
10168,56250,1989-12-05,1990-12-05
10168,66528,1995-12-04,1996-12-03
10168,65060,1993-12-04,1994-12-04
10168,65570,1994-12-04,1995-12-04
10168,76290,2000-12-02,2001-12-02
10168,60659,1991-12-05,1992-12-04
10168,74245,1998-12-03,1999-12-03
10168,73920,1999-12-03,2000-12-02
10168,72472,1997-12-03,1998-12-03
10168,76070,2001-12-02,9999-01-01
10168,51606,1987-12-06,1988-12-05
10168,51818,1986-12-06,1987-12-06
10168,70670,1996-12-03,1997-12-03
10169,73639,2000-06-27,2001-06-27
10169,70303,1998-06-28,1999-06-28
10169,76412,2001-06-27,2002-06-27
10169,78611,2002-06-27,9999-01-01
10169,74040,1999-06-28,2000-06-27
10170,51868,1988-01-02,1989-01-01
10170,51521,1987-01-02,1988-01-02
10170,47183,1986-01-02,1987-01-02
10170,53825,1989-01-01,1989-02-06
10171,52231,1999-08-05,2000-08-04
10171,41311,1996-08-05,1997-08-05
10171,57160,2001-08-04,9999-01-01
10171,55117,2000-08-04,2001-08-04
10171,49163,1998-08-05,1999-08-05
10171,45435,1997-08-05,1998-08-05
10172,41468,2000-02-04,2001-02-03
10172,41272,2001-02-03,2002-02-03
10172,42646,2002-02-03,9999-01-01
10173,85757,1992-03-21,1993-03-21
10173,86612,1993-03-21,1994-03-21
10174,61702,1990-05-31,1991-05-31
10174,64846,1991-05-31,1992-05-30
10174,89233,2001-05-28,2002-05-28
10174,61059,1989-05-31,1990-05-31
10174,75100,1995-05-30,1996-05-29
10174,60067,1988-05-31,1989-05-31
10174,81262,1998-05-29,1999-05-29
10174,87113,2000-05-28,2001-05-28
10174,73604,1994-05-30,1995-05-30
10174,59520,1987-06-01,1988-05-31
10174,92117,2002-05-28,9999-01-01
10174,81394,1997-05-29,1998-05-29
10174,69062,1992-05-30,1993-05-30
10174,84576,1999-05-29,2000-05-28
10174,73527,1993-05-30,1994-05-30
10174,79437,1996-05-29,1997-05-29
10175,75622,1991-09-24,1992-09-23
10175,72152,1989-09-24,1990-09-24
10175,72285,1988-09-24,1989-09-24
10175,80922,1993-09-23,1994-09-23
10175,83277,1994-09-23,1995-05-24
10175,75263,1990-09-24,1991-09-24
10175,77844,1992-09-23,1993-09-23
10176,54635,1994-12-22,1995-12-22
10176,68423,1999-12-21,2000-12-20
10176,71610,2001-12-20,9999-01-01
10176,71454,2000-12-20,2001-12-20
10176,64005,1998-12-21,1999-12-21
10176,57791,1996-12-21,1997-12-21
10176,56163,1995-12-22,1996-12-21
10176,60439,1997-12-21,1998-12-21
10177,52019,1994-02-06,1994-03-17
10177,48041,1993-02-06,1994-02-06
10179,43325,2002-01-24,9999-01-01
10179,40000,2000-01-25,2001-01-24
10179,42773,2001-01-24,2002-01-24
10180,52444,1994-07-01,1995-07-01
10180,56301,1996-06-30,1997-06-30
10180,65388,2000-06-29,2001-06-29
10180,55372,1995-07-01,1996-06-30
10180,58341,1997-06-30,1998-06-30
10180,64447,1999-06-30,2000-06-29
10180,65350,2001-06-29,2002-06-29
10180,65015,2002-06-29,9999-01-01
10180,62815,1998-06-30,1999-06-30
10182,46582,1993-09-01,1994-09-01
10182,67049,2001-08-30,9999-01-01
10182,52104,1995-09-01,1996-08-31
10182,57243,1998-08-31,1999-08-31
10182,40631,1991-09-02,1992-09-01
10182,56473,1997-08-31,1998-08-31
10182,60280,1999-08-31,2000-08-30
10182,47893,1994-09-01,1995-09-01
10182,40380,1990-09-02,1991-09-02
10182,43788,1992-09-01,1993-09-01
10182,55544,1996-08-31,1997-08-31
10182,62988,2000-08-30,2001-08-30
10183,41791,1997-08-11,1998-08-11
10183,48205,1999-08-11,2000-08-10
10183,51247,2000-08-10,2001-08-10
10183,40000,1996-08-11,1997-08-11
10183,43856,1998-08-11,1999-08-11
10183,51873,2001-08-10,9999-01-01
10184,52576,1999-12-26,2000-12-25
10184,48586,1997-12-26,1998-12-26
10184,57547,2001-12-25,9999-01-01
10184,51710,1998-12-26,1999-12-26
10184,53720,2000-12-25,2001-12-25
10185,90895,1998-02-26,1999-02-26
10185,82782,1992-02-28,1993-02-27
10185,78178,1990-02-28,1991-02-28
10185,73722,1989-02-28,1990-02-28
10185,71856,1987-03-01,1988-02-29
10185,85484,1994-02-27,1995-02-27
10185,73202,1988-02-29,1989-02-28
10185,88277,1995-02-27,1996-02-27
10185,87921,1997-02-26,1998-02-26
10185,96763,2000-02-26,2001-02-25
10185,87982,1996-02-27,1997-02-26
10185,93669,1999-02-26,2000-02-26
10185,83673,1993-02-27,1994-02-27
10185,68334,1986-03-01,1987-03-01
10185,100722,2001-02-25,2002-02-25
10185,104747,2002-02-25,9999-01-01
10185,82057,1991-02-28,1992-02-28
10187,72343,1994-05-31,1995-05-31
10187,79161,1997-05-30,1998-05-30
10187,72078,1993-05-31,1994-05-31
10187,83182,2000-05-29,2001-05-29
10187,71454,1991-06-01,1992-05-31
10187,79735,1999-05-30,2000-05-29
10187,79187,1996-05-30,1997-05-30
10187,75878,1995-05-31,1996-05-30
10187,78925,1998-05-30,1999-05-30
10187,71280,1992-05-31,1993-05-31
10187,86778,2001-05-29,2002-05-29
10187,90645,2002-05-29,9999-01-01
10188,64757,1989-08-26,1990-08-26
10188,74731,1997-08-24,1998-08-24
10188,83455,2001-08-23,9999-01-01
10188,62365,1987-08-27,1988-08-26
10188,63789,1988-08-26,1989-08-26
10188,80614,1999-08-24,2000-08-23
10188,77791,1998-08-24,1999-08-24
10188,65021,1990-08-26,1991-08-26
10188,67384,1992-08-25,1993-08-25
10188,80174,2000-08-23,2001-08-23
10188,69253,1993-08-25,1994-08-25
10188,71433,1994-08-25,1995-08-25
10188,74510,1996-08-24,1997-08-24
10188,64630,1991-08-26,1992-08-25
10188,71899,1995-08-25,1996-08-24
10190,40213,1987-06-23,1988-06-22
10190,40000,1986-06-23,1987-06-23
10191,41260,1988-04-09,1989-04-09
10191,58817,2000-04-06,2001-04-06
10191,40000,1986-04-10,1987-04-10
10191,53232,1994-04-08,1995-04-08
10191,47656,1992-04-08,1993-04-08
10191,57217,1997-04-07,1998-04-07
10191,46340,1990-04-09,1991-04-09
10191,58781,2001-04-06,2002-04-05
10191,46371,1991-04-09,1992-04-08
10191,54393,1995-04-08,1996-04-06
10191,58830,1998-04-07,1999-04-07
10191,55125,1996-04-06,1997-04-07
10191,49997,1993-04-08,1994-04-08
10191,59946,2002-04-05,9999-01-01
10191,41732,1987-04-10,1988-04-09
10191,42125,1989-04-09,1990-04-09
10191,59287,1999-04-07,2000-04-06
10192,55735,1994-06-12,1995-06-12
10192,60999,1996-06-11,1997-06-11
10192,46246,1990-06-13,1991-06-13
10192,63600,1997-06-11,1998-06-11
10192,59432,1995-06-12,1996-06-11
10192,40000,1988-06-13,1989-06-13
10192,69189,1999-06-11,2000-06-10
10192,53604,1992-06-12,1993-06-12
10192,49995,1991-06-13,1992-06-12
10192,42446,1989-06-13,1990-06-13
10192,73898,2001-06-10,2002-06-10
10192,73048,2000-06-10,2001-06-10
10192,55725,1993-06-12,1994-06-12
10192,67363,1998-06-11,1999-06-11
10192,75141,2002-06-10,9999-01-01
10193,51687,1998-09-21,1999-09-21
10193,55436,2000-09-20,2001-09-20
10193,51659,1997-09-21,1998-09-21
10193,48733,1996-09-21,1997-09-21
10193,54132,1999-09-21,2000-09-20
10193,57200,2001-09-20,9999-01-01
10194,68603,1998-02-14,1999-02-14
10194,75410,2000-02-14,2001-02-13
10194,71992,1999-02-14,2000-02-14
10194,79065,2001-02-13,2002-02-13
10194,64941,1997-02-14,1998-02-14
10194,79131,2002-02-13,9999-01-01
10195,56264,1991-02-14,1992-02-14
10195,67603,1996-02-13,1997-02-12
10195,69856,1997-02-12,1998-02-12
10195,57212,1992-02-14,1993-02-13
10195,73495,1998-02-12,1999-02-12
10195,73679,1999-02-12,2000-02-12
10195,63543,1995-02-13,1996-02-13
10195,52462,1990-02-14,1991-02-14
10195,47852,1988-02-15,1989-02-14
10195,61065,1994-02-13,1995-02-13
10195,44407,1987-02-15,1988-02-15
10195,41640,1986-02-15,1987-02-15
10195,49170,1989-02-14,1990-02-14
10195,77773,2000-02-12,2001-02-11
10195,81013,2001-02-11,2001-04-14
10195,57717,1993-02-13,1994-02-13
10195,40000,1985-02-15,1986-02-15
10197,40000,1994-06-28,1995-06-28
10197,52810,1999-06-27,2000-06-26
10197,61807,2002-06-26,9999-01-01
10197,56401,2000-06-26,2001-06-26
10197,48593,1997-06-27,1998-06-27
10197,60750,2001-06-26,2002-06-26
10197,51233,1998-06-27,1999-06-27
10197,48873,1996-06-27,1997-06-27
10197,44474,1995-06-28,1996-06-27
10198,44076,1985-08-31,1986-08-31
10198,47748,1987-08-31,1988-08-30
10198,53201,1991-08-30,1992-08-29
10198,68936,2000-08-27,2001-08-27
10198,65207,1997-08-28,1998-08-28
10198,52238,1989-08-30,1990-08-30
10198,59161,1994-08-29,1995-08-29
10198,61158,1996-08-28,1997-08-28
10198,67920,1999-08-28,2000-08-27
10198,44218,1986-08-31,1987-08-31
10198,69268,2001-08-27,9999-01-01
10198,52796,1990-08-30,1991-08-30
10198,61307,1995-08-29,1996-08-28
10198,55415,1992-08-29,1993-08-29
10198,58842,1993-08-29,1994-08-29
10198,49560,1988-08-30,1989-08-30
10198,67163,1998-08-28,1999-08-28
10199,43235,1999-02-07,2000-02-07
10199,46522,2001-02-06,2002-02-06
10199,43556,2000-02-07,2001-02-06
10199,46867,2002-02-06,9999-01-01
10199,42042,1998-02-07,1999-02-07
10200,57229,2000-02-16,2001-02-15
